,node_number,Orbit_type_I,Orbit_type_II,two_Orbit_type
68525,68525,15,19,1519
68526,68526,18,19,1819
68527,68527,19,15,1519
68528,68528,15,18,1518
68529,68529,18,15,1518
68530,68530,72,35,3572
68531,68531,18,15,1518
68532,68532,22,15,1522
68533,68533,15,18,1518
68534,68534,19,22,1922
68535,68535,18,15,1518
68536,68536,18,19,1819
68537,68537,0,35,035
68538,68538,18,15,1518
68539,68539,72,35,3572
68540,68540,22,20,2022
68541,68541,18,15,1518
68542,68542,15,19,1519
68543,68543,18,15,1518
68544,68544,18,16,1618
68545,68545,15,19,1519
68546,68546,15,18,1518
68547,68547,15,19,1519
68548,68548,72,35,3572
68549,68549,22,19,1922
68550,68550,15,19,1519
68551,68551,22,19,1922
68552,68552,0,35,035
68553,68553,0,35,035
68554,68554,15,18,1518
68555,68555,18,15,1518
68556,68556,72,35,3572
68557,68557,18,15,1518
68558,68558,18,15,1518
68559,68559,15,19,1519
68560,68560,15,19,1519
68561,68561,0,35,035
68562,68562,18,15,1518
68563,68563,18,15,1518
68564,68564,4,15,415
68565,68565,22,20,2022
68566,68566,18,15,1518
68567,68567,18,15,1518
68568,68568,18,15,1518
68569,68569,18,15,1518
68570,68570,16,18,1618
68571,68571,21,20,2021
68572,68572,16,15,1516
68573,68573,15,18,1518
68574,68574,22,19,1922
68575,68575,18,16,1618
68576,68576,22,19,1922
68577,68577,22,18,1822
68578,68578,18,15,1518
68579,68579,22,19,1922
68580,68580,22,19,1922
68581,68581,15,19,1519
68582,68582,15,19,1519
68583,68583,0,1,01
68584,68584,22,19,1922
68585,68585,19,22,1922
68586,68586,19,4,419
68587,68587,19,22,1922
68588,68588,15,18,1518
68589,68589,18,19,1819
68590,68590,18,15,1518
68591,68591,15,22,1522
68592,68592,15,22,1522
68593,68593,18,15,1518
68594,68594,22,19,1922
68595,68595,15,18,1518
68596,68596,18,15,1518
68597,68597,18,15,1518
68598,68598,22,19,1922
68599,68599,10,32,1032
68600,68600,22,19,1922
68601,68601,18,15,1518
68602,68602,22,19,1922
68603,68603,21,23,2123
68604,68604,18,15,1518
68605,68605,18,15,1518
68606,68606,15,18,1518
68607,68607,15,0,015
68608,68608,22,19,1922
68609,68609,18,15,1518
68610,68610,0,35,035
68611,68611,18,15,1518
68612,68612,18,22,1822
68613,68613,18,15,1518
68614,68614,0,35,035
68615,68615,22,19,1922
68616,68616,18,15,1518
68617,68617,72,35,3572
68618,68618,72,35,3572
68619,68619,15,18,1518
68620,68620,22,19,1922
68621,68621,15,18,1518
68622,68622,22,19,1922
68623,68623,18,15,1518
68624,68624,22,19,1922
68625,68625,16,18,1618
68626,68626,22,19,1922
68627,68627,22,19,1922
68628,68628,15,19,1519
68629,68629,18,15,1518
68630,68630,18,16,1618
68631,68631,72,35,3572
68632,68632,22,19,1922
68633,68633,18,15,1518
68634,68634,22,19,1922
68635,68635,72,35,3572
68636,68636,22,19,1922
68637,68637,18,15,1518
68638,68638,16,21,1621
68639,68639,19,15,1519
68640,68640,72,35,3572
68641,68641,15,18,1518
68642,68642,72,35,3572
68643,68643,15,19,1519
68644,68644,0,35,035
68645,68645,18,15,1518
68646,68646,15,19,1519
68647,68647,22,20,2022
68648,68648,0,2,02
68649,68649,18,22,1822
68650,68650,15,18,1518
68651,68651,18,19,1819
68652,68652,15,18,1518
68653,68653,21,16,1621
68654,68654,22,19,1922
68655,68655,18,15,1518
68656,68656,22,19,1922
68657,68657,18,15,1518
68658,68658,72,35,3572
68659,68659,15,19,1519
68660,68660,22,20,2022
68661,68661,19,15,1519
68662,68662,18,15,1518
68663,68663,19,18,1819
68664,68664,15,18,1518
68665,68665,72,35,3572
68666,68666,18,15,1518
68667,68667,18,15,1518
68668,68668,19,18,1819
68669,68669,18,15,1518
68670,68670,18,15,1518
68671,68671,22,19,1922
68672,68672,18,15,1518
68673,68673,0,1,01
68674,68674,18,15,1518
68675,68675,22,20,2022
68676,68676,15,4,415
68677,68677,72,35,3572
68678,68678,22,19,1922
68679,68679,18,15,1518
68680,68680,19,22,1922
68681,68681,72,35,3572
68682,68682,72,35,3572
68683,68683,22,19,1922
68684,68684,72,35,3572
68685,68685,22,19,1922
68686,68686,15,19,1519
68687,68687,18,15,1518
68688,68688,18,15,1518
68689,68689,18,15,1518
68690,68690,15,19,1519
68691,68691,15,19,1519
68692,68692,18,23,1823
68693,68693,22,19,1922
68694,68694,18,15,1518
68695,68695,18,15,1518
68696,68696,19,18,1819
68697,68697,22,19,1922
68698,68698,15,19,1519
68699,68699,22,19,1922
68700,68700,72,35,3572
68701,68701,72,35,3572
68702,68702,22,19,1922
68703,68703,18,15,1518
68704,68704,18,15,1518
68705,68705,18,15,1518
68706,68706,72,35,3572
68707,68707,15,0,015
68708,68708,17,5,517
68709,68709,22,18,1822
68710,68710,15,19,1519
68711,68711,18,15,1518
68712,68712,0,2,02
68713,68713,18,19,1819
68714,68714,15,18,1518
68715,68715,22,19,1922
68716,68716,15,18,1518
68717,68717,22,19,1922
68718,68718,18,16,1618
68719,68719,15,19,1519
68720,68720,72,35,3572
68721,68721,15,18,1518
68722,68722,18,19,1819
68723,68723,18,15,1518
68724,68724,15,18,1518
68725,68725,18,19,1819
68726,68726,18,15,1518
68727,68727,72,35,3572
68728,68728,22,19,1922
68729,68729,22,18,1822
68730,68730,18,22,1822
68731,68731,22,19,1922
68732,68732,18,15,1518
68733,68733,22,19,1922
68734,68734,19,22,1922
68735,68735,18,15,1518
68736,68736,72,35,3572
68737,68737,15,18,1518
68738,68738,72,35,3572
68739,68739,19,15,1519
68740,68740,18,15,1518
68741,68741,18,15,1518
68742,68742,15,19,1519
68743,68743,22,19,1922
68744,68744,22,19,1922
68745,68745,15,19,1519
68746,68746,19,18,1819
68747,68747,22,19,1922
68748,68748,15,19,1519
68749,68749,18,15,1518
68750,68750,15,18,1518
68751,68751,72,35,3572
68752,68752,22,19,1922
68753,68753,22,15,1522
68754,68754,72,35,3572
68755,68755,72,35,3572
68756,68756,22,19,1922
68757,68757,1,0,01
68758,68758,72,35,3572
68759,68759,72,35,3572
68760,68760,22,19,1922
68761,68761,15,19,1519
68762,68762,1,0,01
68763,68763,22,15,1522
68764,68764,22,19,1922
68765,68765,22,19,1922
68766,68766,18,15,1518
68767,68767,15,19,1519
68768,68768,18,19,1819
68769,68769,22,19,1922
68770,68770,22,15,1522
68771,68771,72,35,3572
68772,68772,15,19,1519
68773,68773,18,19,1819
68774,68774,22,19,1922
68775,68775,18,15,1518
68776,68776,18,15,1518
68777,68777,22,19,1922
68778,68778,18,16,1618
68779,68779,22,19,1922
68780,68780,18,19,1819
68781,68781,18,19,1819
68782,68782,22,18,1822
68783,68783,22,19,1922
68784,68784,22,19,1922
68785,68785,18,22,1822
68786,68786,22,19,1922
68787,68787,15,22,1522
68788,68788,22,15,1522
68789,68789,22,18,1822
68790,68790,15,18,1518
68791,68791,18,22,1822
68792,68792,18,15,1518
68793,68793,18,19,1819
68794,68794,18,15,1518
68795,68795,22,19,1922
68796,68796,22,19,1922
68797,68797,22,19,1922
68798,68798,0,35,035
68799,68799,22,15,1522
68800,68800,22,15,1522
68801,68801,15,22,1522
68802,68802,18,19,1819
68803,68803,22,18,1822
68804,68804,22,19,1922
68805,68805,22,19,1922
68806,68806,22,19,1922
68807,68807,15,18,1518
68808,68808,22,19,1922
68809,68809,18,15,1518
68810,68810,18,15,1518
68811,68811,18,15,1518
68812,68812,15,18,1518
68813,68813,18,22,1822
68814,68814,22,19,1922
68815,68815,0,35,035
68816,68816,72,35,3572
68817,68817,22,19,1922
68818,68818,22,19,1922
68819,68819,18,15,1518
68820,68820,72,35,3572
68821,68821,15,19,1519
68822,68822,22,19,1922
68823,68823,22,20,2022
68824,68824,22,19,1922
68825,68825,22,19,1922
68826,68826,22,18,1822
68827,68827,22,19,1922
68828,68828,18,22,1822
68829,68829,22,19,1922
68830,68830,22,19,1922
68831,68831,18,22,1822
68832,68832,22,19,1922
68833,68833,15,18,1518
68834,68834,22,18,1822
68835,68835,22,19,1922
68836,68836,72,35,3572
68837,68837,15,18,1518
68838,68838,72,35,3572
68839,68839,15,22,1522
68840,68840,15,18,1518
68841,68841,22,19,1922
68842,68842,22,18,1822
68843,68843,18,15,1518
68844,68844,22,15,1522
68845,68845,18,22,1822
68846,68846,22,19,1922
68847,68847,22,19,1922
68848,68848,0,35,035
68849,68849,22,19,1922
68850,68850,22,19,1922
68851,68851,15,19,1519
68852,68852,72,35,3572
68853,68853,21,16,1621
68854,68854,22,19,1922
68855,68855,18,15,1518
68856,68856,22,19,1922
68857,68857,18,15,1518
68858,68858,22,19,1922
68859,68859,72,35,3572
68860,68860,72,35,3572
68861,68861,22,18,1822
68862,68862,22,19,1922
68863,68863,18,22,1822
68864,68864,22,19,1922
68865,68865,15,18,1518
68866,68866,18,19,1819
68867,68867,15,19,1519
68868,68868,22,18,1822
68869,68869,18,22,1822
68870,68870,0,35,035
68871,68871,22,19,1922
68872,68872,72,35,3572
68873,68873,18,15,1518
68874,68874,15,19,1519
68875,68875,18,15,1518
68876,68876,22,15,1522
68877,68877,18,15,1518
68878,68878,22,19,1922
68879,68879,18,19,1819
68880,68880,18,15,1518
68881,68881,22,19,1922
68882,68882,15,22,1522
68883,68883,22,19,1922
68884,68884,22,19,1922
68885,68885,22,19,1922
68886,68886,22,19,1922
68887,68887,18,22,1822
68888,68888,22,19,1922
68889,68889,15,19,1519
68890,68890,22,19,1922
68891,68891,0,35,035
68892,68892,22,15,1522
68893,68893,22,18,1822
68894,68894,15,19,1519
68895,68895,72,35,3572
68896,68896,22,18,1822
68897,68897,15,19,1519
68898,68898,22,19,1922
68899,68899,18,22,1822
68900,68900,22,19,1922
68901,68901,22,19,1922
68902,68902,22,19,1922
68903,68903,22,19,1922
68904,68904,22,19,1922
68905,68905,15,19,1519
68906,68906,0,35,035
68907,68907,22,19,1922
68908,68908,18,15,1518
68909,68909,22,19,1922
68910,68910,15,22,1522
68911,68911,18,22,1822
68912,68912,18,15,1518
68913,68913,22,19,1922
68914,68914,22,19,1922
68915,68915,15,22,1522
68916,68916,15,18,1518
68917,68917,22,19,1922
68918,68918,22,19,1922
68919,68919,18,22,1822
68920,68920,22,19,1922
68921,68921,72,35,3572
68922,68922,22,18,1822
68923,68923,15,19,1519
68924,68924,22,19,1922
68925,68925,72,35,3572
68926,68926,18,15,1518
68927,68927,22,19,1922
68928,68928,22,19,1922
68929,68929,22,19,1922
68930,68930,22,19,1922
68931,68931,18,15,1518
68932,68932,19,22,1922
68933,68933,22,18,1822
68934,68934,22,19,1922
68935,68935,0,2,02
68936,68936,72,35,3572
68937,68937,22,19,1922
68938,68938,15,18,1518
68939,68939,22,19,1922
68940,68940,15,18,1518
68941,68941,19,15,1519
68942,68942,18,15,1518
68943,68943,72,35,3572
68944,68944,18,15,1518
68945,68945,15,18,1518
68946,68946,22,18,1822
68947,68947,15,19,1519
68948,68948,0,35,035
68949,68949,15,19,1519
68950,68950,18,15,1518
68951,68951,22,19,1922
68952,68952,15,19,1519
68953,68953,72,35,3572
68954,68954,72,35,3572
68955,68955,22,19,1922
68956,68956,22,19,1922
68957,68957,22,18,1822
68958,68958,22,19,1922
68959,68959,15,22,1522
68960,68960,18,22,1822
68961,68961,18,15,1518
68962,68962,15,18,1518
68963,68963,22,19,1922
68964,68964,22,19,1922
68965,68965,15,19,1519
68966,68966,22,19,1922
68967,68967,22,15,1522
68968,68968,18,15,1518
68969,68969,5,20,520
68970,68970,18,19,1819
68971,68971,15,18,1518
68972,68972,0,35,035
68973,68973,22,19,1922
68974,68974,22,19,1922
68975,68975,22,19,1922
68976,68976,22,15,1522
68977,68977,22,19,1922
68978,68978,18,22,1822
68979,68979,22,18,1822
68980,68980,22,19,1922
68981,68981,15,19,1519
68982,68982,15,22,1522
68983,68983,15,18,1518
68984,68984,18,15,1518
68985,68985,22,19,1922
68986,68986,18,15,1518
68987,68987,22,19,1922
68988,68988,15,19,1519
68989,68989,19,22,1922
68990,68990,22,19,1922
68991,68991,22,15,1522
68992,68992,22,19,1922
68993,68993,22,18,1822
68994,68994,22,19,1922
68995,68995,22,18,1822
68996,68996,18,15,1518
68997,68997,22,18,1822
68998,68998,15,19,1519
68999,68999,15,18,1518
69000,69000,72,35,3572
69001,69001,22,19,1922
69002,69002,72,35,3572
69003,69003,22,19,1922
69004,69004,18,15,1518
69005,69005,16,19,1619
69006,69006,19,22,1922
69007,69007,15,18,1518
69008,69008,18,15,1518
69009,69009,0,1,01
69010,69010,15,18,1518
69011,69011,15,18,1518
69012,69012,18,15,1518
69013,69013,72,35,3572
69014,69014,22,19,1922
69015,69015,0,1,01
69016,69016,22,19,1922
69017,69017,18,15,1518
69018,69018,15,18,1518
69019,69019,22,19,1922
69020,69020,15,18,1518
69021,69021,22,15,1522
69022,69022,15,4,415
69023,69023,72,35,3572
69024,69024,18,15,1518
69025,69025,15,18,1518
69026,69026,16,18,1618
69027,69027,72,35,3572
69028,69028,19,22,1922
69029,69029,18,15,1518
69030,69030,15,18,1518
69031,69031,15,18,1518
69032,69032,15,16,1516
69033,69033,15,19,1519
69034,69034,18,22,1822
69035,69035,15,18,1518
69036,69036,72,35,3572
69037,69037,72,35,3572
69038,69038,15,19,1519
69039,69039,22,19,1922
69040,69040,18,15,1518
69041,69041,72,35,3572
69042,69042,18,15,1518
69043,69043,22,19,1922
69044,69044,15,18,1518
69045,69045,22,19,1922
69046,69046,15,19,1519
69047,69047,22,19,1922
69048,69048,18,15,1518
69049,69049,22,19,1922
69050,69050,18,16,1618
69051,69051,19,15,1519
69052,69052,72,35,3572
69053,69053,72,35,3572
69054,69054,72,35,3572
69055,69055,15,22,1522
69056,69056,72,35,3572
69057,69057,18,15,1518
69058,69058,15,19,1519
69059,69059,72,35,3572
69060,69060,22,19,1922
69061,69061,15,0,015
69062,69062,15,19,1519
69063,69063,15,18,1518
69064,69064,15,22,1522
69065,69065,22,19,1922
69066,69066,19,22,1922
69067,69067,72,35,3572
69068,69068,15,19,1519
69069,69069,15,18,1518
69070,69070,19,22,1922
69071,69071,15,18,1518
69072,69072,72,35,3572
69073,69073,19,18,1819
69074,69074,22,19,1922
69075,69075,18,15,1518
69076,69076,22,19,1922
69077,69077,72,35,3572
69078,69078,15,19,1519
69079,69079,10,40,1040
69080,69080,0,1,01
69081,69081,72,35,3572
69082,69082,15,18,1518
69083,69083,22,19,1922
69084,69084,15,19,1519
69085,69085,19,15,1519
69086,69086,18,15,1518
69087,69087,18,15,1518
69088,69088,18,15,1518
69089,69089,22,19,1922
69090,69090,18,15,1518
69091,69091,19,15,1519
69092,69092,18,19,1819
69093,69093,22,19,1922
69094,69094,22,19,1922
69095,69095,18,15,1518
69096,69096,15,18,1518
69097,69097,15,19,1519
69098,69098,72,35,3572
69099,69099,19,22,1922
69100,69100,15,18,1518
69101,69101,0,2,02
69102,69102,15,16,1516
69103,69103,15,4,415
69104,69104,15,18,1518
69105,69105,18,19,1819
69106,69106,72,35,3572
69107,69107,15,19,1519
69108,69108,15,19,1519
69109,69109,15,19,1519
69110,69110,72,35,3572
69111,69111,0,35,035
69112,69112,22,6,622
69113,69113,22,18,1822
69114,69114,15,22,1522
69115,69115,0,35,035
69116,69116,0,1,01
69117,69117,19,15,1519
69118,69118,22,19,1922
69119,69119,22,19,1922
69120,69120,18,15,1518
69121,69121,15,19,1519
69122,69122,19,18,1819
69123,69123,18,29,1829
69124,69124,18,15,1518
69125,69125,18,15,1518
69126,69126,19,15,1519
69127,69127,15,16,1516
69128,69128,72,35,3572
69129,69129,72,35,3572
69130,69130,18,19,1819
69131,69131,0,35,035
69132,69132,72,35,3572
69133,69133,19,15,1519
69134,69134,18,15,1518
69135,69135,72,35,3572
69136,69136,15,18,1518
69137,69137,19,22,1922
69138,69138,19,15,1519
69139,69139,18,19,1819
69140,69140,18,19,1819
69141,69141,15,18,1518
69142,69142,15,19,1519
69143,69143,15,1,115
69144,69144,18,15,1518
69145,69145,21,16,1621
69146,69146,18,15,1518
69147,69147,22,18,1822
69148,69148,19,15,1519
69149,69149,18,16,1618
69150,69150,15,19,1519
69151,69151,22,19,1922
69152,69152,18,15,1518
69153,69153,18,15,1518
69154,69154,18,15,1518
69155,69155,0,5,05
69156,69156,22,19,1922
69157,69157,16,5,516
69158,69158,15,4,415
69159,69159,15,18,1518
69160,69160,15,19,1519
69161,69161,18,16,1618
69162,69162,72,35,3572
69163,69163,18,15,1518
69164,69164,16,18,1618
69165,69165,72,35,3572
69166,69166,15,19,1519
69167,69167,72,35,3572
69168,69168,72,35,3572
69169,69169,19,1,119
69170,69170,18,15,1518
69171,69171,18,16,1618
69172,69172,18,23,1823
69173,69173,15,22,1522
69174,69174,72,35,3572
69175,69175,19,20,1920
69176,69176,15,19,1519
69177,69177,72,35,3572
69178,69178,15,19,1519
69179,69179,18,15,1518
69180,69180,15,18,1518
69181,69181,15,19,1519
69182,69182,15,19,1519
69183,69183,18,15,1518
69184,69184,72,35,3572
69185,69185,18,15,1518
69186,69186,18,15,1518
69187,69187,15,18,1518
69188,69188,72,35,3572
69189,69189,18,15,1518
69190,69190,18,19,1819
69191,69191,15,4,415
69192,69192,72,35,3572
69193,69193,15,19,1519
69194,69194,15,19,1519
69195,69195,15,19,1519
69196,69196,0,35,035
69197,69197,18,15,1518
69198,69198,18,15,1518
69199,69199,16,21,1621
69200,69200,18,15,1518
69201,69201,0,1,01
69202,69202,18,15,1518
69203,69203,15,18,1518
69204,69204,72,35,3572
69205,69205,15,20,1520
69206,69206,18,15,1518
69207,69207,15,4,415
69208,69208,19,22,1922
69209,69209,22,19,1922
69210,69210,19,18,1819
69211,69211,20,21,2021
69212,69212,18,15,1518
69213,69213,18,15,1518
69214,69214,15,18,1518
69215,69215,18,15,1518
69216,69216,0,35,035
69217,69217,18,19,1819
69218,69218,72,35,3572
69219,69219,18,15,1518
69220,69220,18,19,1819
69221,69221,72,35,3572
69222,69222,19,22,1922
69223,69223,22,15,1522
69224,69224,18,15,1518
69225,69225,72,35,3572
69226,69226,22,19,1922
69227,69227,72,35,3572
69228,69228,18,23,1823
69229,69229,18,15,1518
69230,69230,22,19,1922
69231,69231,0,1,01
69232,69232,22,20,2022
69233,69233,22,18,1822
69234,69234,15,19,1519
69235,69235,22,19,1922
69236,69236,18,22,1822
69237,69237,18,22,1822
69238,69238,22,19,1922
69239,69239,15,18,1518
69240,69240,15,19,1519
69241,69241,19,22,1922
69242,69242,22,18,1822
69243,69243,22,15,1522
69244,69244,18,15,1518
69245,69245,19,15,1519
69246,69246,22,19,1922
69247,69247,19,22,1922
69248,69248,15,18,1518
69249,69249,19,15,1519
69250,69250,22,19,1922
69251,69251,15,18,1518
69252,69252,18,15,1518
69253,69253,22,19,1922
69254,69254,18,15,1518
69255,69255,18,22,1822
69256,69256,22,19,1922
69257,69257,72,35,3572
69258,69258,18,15,1518
69259,69259,15,19,1519
69260,69260,19,22,1922
69261,69261,15,19,1519
69262,69262,22,18,1822
69263,69263,15,4,415
69264,69264,72,35,3572
69265,69265,15,22,1522
69266,69266,20,19,1920
69267,69267,72,35,3572
69268,69268,72,35,3572
69269,69269,19,15,1519
69270,69270,0,1,01
69271,69271,18,15,1518
69272,69272,18,15,1518
69273,69273,15,18,1518
69274,69274,18,15,1518
69275,69275,72,35,3572
69276,69276,15,18,1518
69277,69277,72,35,3572
69278,69278,22,19,1922
69279,69279,0,1,01
69280,69280,22,19,1922
69281,69281,18,15,1518
69282,69282,15,19,1519
69283,69283,32,6,632
69284,69284,18,22,1822
69285,69285,72,35,3572
69286,69286,19,15,1519
69287,69287,19,15,1519
69288,69288,72,35,3572
69289,69289,18,15,1518
69290,69290,15,19,1519
69291,69291,18,22,1822
69292,69292,72,35,3572
69293,69293,15,18,1518
69294,69294,15,18,1518
69295,69295,18,15,1518
69296,69296,18,15,1518
69297,69297,15,19,1519
69298,69298,18,19,1819
69299,69299,15,19,1519
69300,69300,15,18,1518
69301,69301,19,15,1519
69302,69302,19,22,1922
69303,69303,22,19,1922
69304,69304,22,18,1822
69305,69305,15,16,1516
69306,69306,72,35,3572
69307,69307,18,22,1822
69308,69308,18,22,1822
69309,69309,18,15,1518
69310,69310,18,15,1518
69311,69311,72,35,3572
69312,69312,4,15,415
69313,69313,0,35,035
69314,69314,18,15,1518
69315,69315,72,35,3572
69316,69316,18,15,1518
69317,69317,15,1,115
69318,69318,15,18,1518
69319,69319,22,18,1822
69320,69320,22,19,1922
69321,69321,15,19,1519
69322,69322,18,16,1618
69323,69323,22,18,1822
69324,69324,18,22,1822
69325,69325,72,35,3572
69326,69326,18,19,1819
69327,69327,72,35,3572
69328,69328,15,19,1519
69329,69329,72,35,3572
69330,69330,72,35,3572
69331,69331,18,22,1822
69332,69332,72,35,3572
69333,69333,19,15,1519
69334,69334,15,19,1519
69335,69335,18,15,1518
69336,69336,18,15,1518
69337,69337,18,19,1819
69338,69338,15,19,1519
69339,69339,15,19,1519
69340,69340,18,15,1518
69341,69341,15,18,1518
69342,69342,19,22,1922
69343,69343,15,1,115
69344,69344,19,22,1922
69345,69345,72,35,3572
69346,69346,15,18,1518
69347,69347,22,19,1922
69348,69348,72,35,3572
69349,69349,22,19,1922
69350,69350,72,35,3572
69351,69351,18,15,1518
69352,69352,15,18,1518
69353,69353,15,19,1519
69354,69354,1,0,01
69355,69355,18,15,1518
69356,69356,18,22,1822
69357,69357,15,18,1518
69358,69358,15,18,1518
69359,69359,15,18,1518
69360,69360,22,18,1822
69361,69361,18,15,1518
69362,69362,18,19,1819
69363,69363,15,19,1519
69364,69364,18,15,1518
69365,69365,22,19,1922
69366,69366,15,0,015
69367,69367,15,4,415
69368,69368,18,15,1518
69369,69369,15,4,415
69370,69370,22,19,1922
69371,69371,15,0,015
69372,69372,22,19,1922
69373,69373,19,18,1819
69374,69374,15,19,1519
69375,69375,15,18,1518
69376,69376,18,16,1618
69377,69377,15,18,1518
69378,69378,72,35,3572
69379,69379,15,18,1518
69380,69380,22,19,1922
69381,69381,22,19,1922
69382,69382,22,19,1922
69383,69383,18,15,1518
69384,69384,0,35,035
69385,69385,15,19,1519
69386,69386,15,16,1516
69387,69387,18,19,1819
69388,69388,15,19,1519
69389,69389,18,15,1518
69390,69390,18,15,1518
69391,69391,18,15,1518
69392,69392,18,15,1518
69393,69393,22,19,1922
69394,69394,72,35,3572
69395,69395,18,19,1819
69396,69396,22,19,1922
69397,69397,72,35,3572
69398,69398,15,19,1519
69399,69399,18,22,1822
69400,69400,18,15,1518
69401,69401,0,15,015
69402,69402,22,20,2022
69403,69403,72,35,3572
69404,69404,16,18,1618
69405,69405,22,19,1922
69406,69406,72,35,3572
69407,69407,15,19,1519
69408,69408,22,19,1922
69409,69409,18,15,1518
69410,69410,22,19,1922
69411,69411,19,4,419
69412,69412,22,19,1922
69413,69413,22,19,1922
69414,69414,18,22,1822
69415,69415,15,18,1518
69416,69416,0,35,035
69417,69417,18,15,1518
69418,69418,15,18,1518
69419,69419,22,19,1922
69420,69420,22,19,1922
69421,69421,18,15,1518
69422,69422,22,15,1522
69423,69423,22,19,1922
69424,69424,22,19,1922
69425,69425,22,15,1522
69426,69426,18,15,1518
69427,69427,22,19,1922
69428,69428,15,19,1519
69429,69429,22,15,1522
69430,69430,18,22,1822
69431,69431,18,4,418
69432,69432,18,15,1518
69433,69433,22,19,1922
69434,69434,22,19,1922
69435,69435,18,15,1518
69436,69436,0,35,035
69437,69437,72,35,3572
69438,69438,72,35,3572
69439,69439,18,15,1518
69440,69440,15,18,1518
69441,69441,18,15,1518
69442,69442,22,15,1522
69443,69443,15,19,1519
69444,69444,2,21,221
69445,69445,19,15,1519
69446,69446,72,35,3572
69447,69447,19,22,1922
69448,69448,15,18,1518
69449,69449,15,22,1522
69450,69450,18,15,1518
69451,69451,18,15,1518
69452,69452,22,19,1922
69453,69453,22,19,1922
69454,69454,18,15,1518
69455,69455,22,18,1822
69456,69456,18,15,1518
69457,69457,18,15,1518
69458,69458,22,19,1922
69459,69459,15,18,1518
69460,69460,22,19,1922
69461,69461,22,19,1922
69462,69462,15,19,1519
69463,69463,22,19,1922
69464,69464,22,19,1922
69465,69465,16,19,1619
69466,69466,18,16,1618
69467,69467,72,35,3572
69468,69468,22,18,1822
69469,69469,18,15,1518
69470,69470,0,1,01
69471,69471,18,22,1822
69472,69472,22,19,1922
69473,69473,22,19,1922
69474,69474,72,35,3572
69475,69475,15,19,1519
69476,69476,22,19,1922
69477,69477,18,15,1518
69478,69478,18,15,1518
69479,69479,72,35,3572
69480,69480,22,19,1922
69481,69481,22,19,1922
69482,69482,22,19,1922
69483,69483,22,19,1922
69484,69484,18,15,1518
69485,69485,18,15,1518
69486,69486,15,19,1519
69487,69487,18,15,1518
69488,69488,0,35,035
69489,69489,18,15,1518
69490,69490,22,19,1922
69491,69491,72,35,3572
69492,69492,22,20,2022
69493,69493,18,15,1518
69494,69494,15,18,1518
69495,69495,22,19,1922
69496,69496,18,19,1819
69497,69497,15,19,1519
69498,69498,15,19,1519
69499,69499,1,0,01
69500,69500,18,15,1518
69501,69501,15,18,1518
69502,69502,0,3,03
69503,69503,72,35,3572
69504,69504,72,35,3572
69505,69505,15,22,1522
69506,69506,18,22,1822
69507,69507,22,19,1922
69508,69508,22,19,1922
69509,69509,22,19,1922
69510,69510,22,19,1922
69511,69511,22,15,1522
69512,69512,72,35,3572
69513,69513,15,18,1518
69514,69514,22,19,1922
69515,69515,15,19,1519
69516,69516,18,15,1518
69517,69517,72,35,3572
69518,69518,15,19,1519
69519,69519,18,15,1518
69520,69520,18,15,1518
69521,69521,22,19,1922
69522,69522,18,15,1518
69523,69523,19,22,1922
69524,69524,72,35,3572
69525,69525,18,15,1518
69526,69526,22,19,1922
69527,69527,15,19,1519
69528,69528,22,19,1922
69529,69529,18,15,1518
69530,69530,15,18,1518
69531,69531,22,18,1822
69532,69532,15,19,1519
69533,69533,18,22,1822
69534,69534,18,15,1518
69535,69535,15,19,1519
69536,69536,22,19,1922
69537,69537,18,22,1822
69538,69538,19,15,1519
69539,69539,18,15,1518
69540,69540,72,35,3572
69541,69541,15,19,1519
69542,69542,15,0,015
69543,69543,18,15,1518
69544,69544,19,15,1519
69545,69545,18,22,1822
69546,69546,15,19,1519
69547,69547,22,19,1922
69548,69548,15,18,1518
69549,69549,18,22,1822
69550,69550,18,22,1822
69551,69551,22,19,1922
69552,69552,15,18,1518
69553,69553,18,22,1822
69554,69554,22,18,1822
69555,69555,22,19,1922
69556,69556,18,19,1819
69557,69557,18,15,1518
69558,69558,18,15,1518
69559,69559,15,22,1522
69560,69560,18,19,1819
69561,69561,18,15,1518
69562,69562,18,22,1822
69563,69563,18,15,1518
69564,69564,18,15,1518
69565,69565,22,19,1922
69566,69566,18,22,1822
69567,69567,72,35,3572
69568,69568,18,15,1518
69569,69569,18,15,1518
69570,69570,22,15,1522
69571,69571,22,19,1922
69572,69572,15,22,1522
69573,69573,22,20,2022
69574,69574,18,22,1822
69575,69575,18,15,1518
69576,69576,22,19,1922
69577,69577,0,1,01
69578,69578,22,19,1922
69579,69579,72,35,3572
69580,69580,22,18,1822
69581,69581,22,19,1922
69582,69582,72,35,3572
69583,69583,15,22,1522
69584,69584,22,15,1522
69585,69585,18,15,1518
69586,69586,0,35,035
69587,69587,19,15,1519
69588,69588,18,15,1518
69589,69589,18,15,1518
69590,69590,19,18,1819
69591,69591,22,19,1922
69592,69592,19,22,1922
69593,69593,22,19,1922
69594,69594,19,15,1519
69595,69595,18,19,1819
69596,69596,72,35,3572
69597,69597,22,19,1922
69598,69598,18,15,1518
69599,69599,18,22,1822
69600,69600,15,19,1519
69601,69601,18,15,1518
69602,69602,18,15,1518
69603,69603,22,18,1822
69604,69604,22,18,1822
